gl_txn_id,txn_date,account_code,account_name,department,cost_center,vendor_customer,amount,dr_cr,entity,memo
GL0000238,2023-03-14,9999,Misc Expense,,CC400,"Morris, Wright and Acosta",1696.93,DR,SaaS HoldCo,Reclass
GL0000239,2023-03-26,6100,S&M,Engineering,CC200,Hart-Brown,-15713.25,CR,SaaS HoldCo,Refund
GL0000240,2023-03-19,1010,Cash,Operations,CC200,Torres Inc,3387.08,DR,saas us,Reclass
GL0000241,2023-03-19,6100,Sales and Marketing,Marketing,CC300,Smith Group,16083.23,DR,SaaS Canada,Google Ads
GL0000242,2023-03-05,6100,sales & marketing,Marketing,CC300,Duffy-Powell,4493.63,dr,saas us,AWS hosting
GL0000243,2023-03-12,6100,S&M,Marketing,,Bishop-Peterson,16327.45,DR,SaaS Canada,Payroll
GL0000244,2023-03-18,6200,Research and Development,Operations,,Murray Group,9734.07,DR,SaaS US,Contractor costs
GL0000245,2023-03-24,9999,Misc Expense,,CC400,Porter-Nixon,1857.73,dr,SaaS Canada,Contractor costs
GL0000246,2023-03-21,5000,cost of service,Marketing,CC200,Page-Rojas,20326.69,DR,SaaS US,Google Ads
GL0000247,2023-03-14,6100,S&M,Operations,,"Frazier, Martinez and Rowland",10725.42,DR,SaaS Canada,
GL0000248,2023-03-26,5000,cost of service,Finance,CC200,Ingram-Lewis,-2725.59,CR,SaaS US,AWS hosting
GL0000249,2023-03-07,6100,Sales and Marketing,Engineering,CC100,Miller Ltd,-7769.45,CR,SaaS HoldCo,AWS hosting
GL0000250,2023-03-04,9999,Misc Expense,Sales,CC300,Meyer-Gould,5327.09,DR,SaaS HoldCo,
GL0000251,2023-03-12,6100,sales & marketing,Operations,,Williams-Ferguson,1301.16,dr,SaaS HoldCo,Google Ads
GL0000252,2023-03-17,6200,Research and Development,,CC100,Wilson and Sons,-17837.52,CR,SaaS HoldCo,Payroll
GL0000253,2023-03-05,6300,G&A,,,Mcguire and Sons,-6747.15,cr,SaaS US,Refund
GL0000254,2023-03-06,5000,cost of service,Engineering,CC400,Smith-Mitchell,-9487.31,CR,SaaS Canada,Contractor costs
GL0000255,2023-03-22,6300,G&A,,,"Norton, Griffin and Johnson",21418.73,DR,saas us,Contractor costs
GL0000256,2023-03-24,6300,General and Administrative,Finance,CC300,Barrett-Chavez,2487.3,DR,saas us,AWS hosting
GL0000257,2023-03-06,6200,Research and Development,,CC100,Padilla-Bradford,10282.49,dr,SaaS Canada,Payroll
GL0000258,2023-03-22,6200,Research and Development,Engineering,,Gibson and Sons,2019.3,DR,SaaS HoldCo,Refund
GL0000259,2023-03-23,5000,cost of service,Engineering,CC400,Reese-Gordon,-21343.48,CR,SaaS HoldCo,AWS hosting
GL0000260,2023-03-16,,General and Administrative,Sales,CC300,Gay-Martinez,24782.02,DR,saas us,
GL0000261,2023-03-08,,R&D,Engineering,CC200,Yates-Glass,-16145.58,CR,saas us,Software tools
GL0000262,2023-03-08,6100,sales & marketing,Operations,,Jacobs-Mosley,22245.5,DR,SaaS HoldCo,Reclass
GL0000263,2023-03-25,6100,Sales and Marketing,Operations,CC100,King PLC,-12144.89,CR,SaaS Canada,Software tools
GL0000264,2023-03-13,6200,R&D,Marketing,,Evans-Donaldson,14788.91,DR,SaaS Canada,AWS hosting
GL0000265,2023-03-22,6300,General and Administrative,Operations,,Smith-Reed,1422.22,DR,SaaS HoldCo,
GL0000266,2023-03-23,6100,S&M,Operations,,Russell-Brooks,-6242.52,CR,SaaS US,Software tools
GL0000267,2023-03-20,6300,General and Administrative,,CC200,Mitchell Inc,11631.8,DR,SaaS US,AWS hosting
GL0000268,2023-03-04,6100,sales & marketing,,CC200,"Stokes, Miller and Alexander",16569.33,DR,SaaS HoldCo,Payroll
GL0000269,2023-03-11,,cost of service,Sales,CC300,Tran PLC,19713.08,DR,SaaS Canada,Refund
GL0000270,2023-03-24,6200,R&D,Engineering,,Palmer-Ellis,8340.59,DR,SaaS US,Software tools
GL0000271,2023-04-04,6100,Sales and Marketing,Marketing,,Smith-Gordon,-20364.91,CR,SaaS Canada,Software tools
GL0000272,2023-04-01,1010,Cash,,CC400,Mack-Choi,15024.43,DR,SaaS Canada,Software tools
GL0000273,2023-04-08,6100,Sales and Marketing,Marketing,,Franklin PLC,-24195.48,CR,SaaS HoldCo,
GL0000274,2023-04-16,9999,Misc Expense,Marketing,CC100,"Jones, Miller and Ford",5559.92,DR,SaaS HoldCo,Software tools
GL0000275,2023-04-21,6300,G&A,Operations,,Reed Inc,-13488.31,cr,SaaS HoldCo,Reclass
GL0000276,2023-04-18,6200,R&D,Marketing,CC100,"Green, Rivera and Aguirre",1443.18,DR,saas us,Contractor costs
GL0000277,2023-04-21,1010,Cash,Engineering,CC300,Erickson-Conway,11258.35,DR,saas us,AWS hosting
GL0000278,2023-04-16,6300,General and Administrative,Operations,,Huber-Weaver,13893.0,DR,SaaS HoldCo,Refund
GL0000279,2023-04-03,6200,Research and Development,,,Underwood PLC,14637.47,DR,saas us,Reclass
GL0000280,2023-04-14,6100,S&M,Sales,CC400,Phillips-Smith,21843.17,DR,SaaS HoldCo,Google Ads
GL0000281,2023-04-01,6100,sales & marketing,Engineering,CC200,Lane-Montgomery,-21613.9,cr,SaaS Canada,Contractor costs
GL0000282,2023-04-09,1010,Cash,,CC400,Anderson-Fox,-13567.83,CR,SaaS US,Reclass
GL0000283,2023-04-25,6100,sales & marketing,Engineering,CC100,Stone-Johnson,-6408.09,,saas us,Payroll
GL0000284,2023-04-13,6300,General and Administrative,Finance,,Williams and Sons,14384.91,DR,SaaS US,Reclass
GL0000285,2023-04-08,5000,cost of service,Engineering,CC400,"Shaw, Johnson and Cox",24905.9,DR,SaaS HoldCo,Software tools
GL0000286,2023-04-24,6100,S&M,,CC100,"Mccarthy, Hughes and Owens",7687.08,DR,SaaS HoldCo,Payroll
GL0000287,2023-04-20,5000,cost of service,Engineering,CC200,"Johnson, Smith and Nelson",17074.89,DR,SaaS Canada,
GL0000288,2023-04-16,6100,Sales and Marketing,Sales,,Pace Ltd,6380.13,DR,saas us,Contractor costs
GL0000289,2023-04-19,6100,Sales and Marketing,Operations,CC100,"Anderson, Garcia and Moon",15252.5,DR,SaaS US,Refund
GL0000290,2023-04-17,6100,S&M,,,Gonzalez Inc,-13096.91,CR,SaaS HoldCo,Payroll
GL0000291,2023-04-19,5000,cost of service,,CC100,Smith-Harrell,-6586.53,cr,SaaS HoldCo,Software tools
GL0000292,2023-04-20,9999,Misc Expense,,CC400,Edwards PLC,22210.2,DR,saas us,AWS hosting
GL0000293,2023-04-26,6300,G&A,Finance,CC400,Johnson-Oconnor,7757.1,DR,SaaS US,
GL0000294,2023-04-19,6300,G&A,Finance,CC200,Lambert and Sons,14549.72,DR,SaaS HoldCo,Contractor costs
GL0000295,2023-04-04,6300,General and Administrative,,CC200,"Ward, Guzman and Carney",11154.72,DR,SaaS HoldCo,Software tools
GL0000296,2023-04-15,6200,Research and Development,Marketing,,Ellison-Cooley,1783.72,DR,saas us,Reclass
GL0000297,2023-04-13,5000,Cost of Service,,,"Lester, Moses and Weaver",19738.56,DR,SaaS US,Refund
GL0000298,2023-04-16,6100,sales & marketing,Operations,CC100,Peters Ltd,-7376.28,cr,SaaS Canada,Payroll
GL0000299,2023-04-19,6200,Research and Development,Finance,CC300,"Hart, Wang and Mills",2719.61,,saas us,AWS hosting
GL0000300,2023-04-05,6200,Research and Development,Operations,CC400,Brown LLC,-22211.1,cr,SaaS HoldCo,Software tools
GL0000301,2023-04-15,6200,R&D,Engineering,,Moses-Morrow,17163.76,DR,SaaS Canada,Payroll
GL0000302,2023-04-05,6300,General and Administrative,,CC300,Freeman Group,-10644.46,cr,SaaS US,Payroll
GL0000303,2023-04-08,6100,S&M,Marketing,CC400,Frank-Little,-7009.58,cr,SaaS HoldCo,Software tools
GL0000304,2023-04-22,6100,S&M,,,Conner Ltd,9663.31,DR,SaaS HoldCo,Reclass
GL0000305,2023-04-01,6300,G&A,Engineering,CC400,Klein Group,20040.28,dr,SaaS Canada,AWS hosting
GL0000306,2023-04-10,6200,Research and Development,,CC400,"Cain, Morales and Wilkerson",-24932.16,CR,saas us,Contractor costs
GL0000307,2023-04-03,6100,sales & marketing,,CC100,"Lewis, Richmond and Prince",2999.26,DR,SaaS HoldCo,AWS hosting
GL0000308,2023-04-01,6100,Sales and Marketing,Sales,CC300,Smith-Moreno,-5114.37,,SaaS HoldCo,AWS hosting
GL0000309,2023-04-06,6300,General and Administrative,Sales,CC200,Murphy-Parker,20969.49,DR,saas us,Payroll
GL0000310,2023-04-27,9999,Misc Expense,,CC100,Blair-Johnson,22992.76,DR,saas us,AWS hosting
GL0000311,2023-04-23,,General and Administrative,Sales,CC200,"Guzman, Taylor and Nelson",-2331.18,cr,SaaS Canada,Google Ads
GL0000312,2023-04-11,6100,S&M,,CC400,"Adams, Jones and Mitchell",2581.29,DR,SaaS HoldCo,Google Ads
GL0000313,2023-04-03,6100,Sales and Marketing,Marketing,CC100,,12322.41,dr,SaaS Canada,Google Ads
GL0000314,2023-04-26,6200,R&D,Sales,CC200,Barnes-Murray,3209.93,DR,SaaS HoldCo,AWS hosting
GL0000315,2023-04-16,6200,R&D,Marketing,,Reid-Brady,23394.26,DR,SaaS Canada,
GL0000316,2023-04-08,5000,cost of service,,CC400,"Garcia, Faulkner and Williams",2844.39,DR,saas us,
GL0000317,2023-04-24,6100,sales & marketing,,,Hayes Ltd,-4245.76,CR,SaaS HoldCo,Contractor costs
GL0000318,2023-04-07,,General and Administrative,Engineering,,"Baker, York and Smith",12790.42,DR,SaaS Canada,Reclass
GL0000319,2023-04-04,1010,Cash,Engineering,,Shah LLC,22187.34,DR,SaaS HoldCo,Google Ads
GL0000320,2023-04-10,5000,cost of service,Sales,,Miller and Sons,6200.42,dr,SaaS Canada,Refund
GL0000321,2023-04-17,9999,Misc Expense,Marketing,CC300,"Key, Carr and Sanders",-13324.53,CR,SaaS HoldCo,
GL0000322,2023-04-19,6200,R&D,Operations,,"Morgan, Edwards and Taylor",-12954.89,cr,saas us,Google Ads
GL0000323,2023-04-15,1010,Cash,Sales,CC300,Franklin-Kent,23409.86,dr,SaaS HoldCo,Contractor costs
GL0000324,2023-04-09,6200,Research and Development,Sales,,"Duke, Hansen and Benson",2431.3,DR,saas us,AWS hosting
GL0000325,2023-04-13,5000,Cost of Service,,,"Neal, Winters and Garza",10767.71,DR,SaaS HoldCo,Payroll
GL0000326,2023-04-18,6100,Sales and Marketing,Engineering,CC100,Morales PLC,4815.16,DR,saas us,
GL0000327,2023-04-16,6200,R&D,,CC400,Foster-Molina,8323.8,,SaaS HoldCo,Contractor costs
GL0000328,2023-04-16,6100,Sales and Marketing,Operations,CC200,Hall-Gregory,13512.02,DR,SaaS US,Google Ads
GL0000329,2023-04-25,6100,S&M,,,"Davenport, Johnson and Livingston",2762.67,DR,SaaS Canada,
GL0000330,2023-04-27,6200,Research and Development,Sales,CC100,Sanders Inc,13523.86,DR,SaaS US,Google Ads
GL0000331,2023-04-11,6300,G&A,Marketing,,Meyer PLC,-3124.46,cr,saas us,
GL0000332,2023-04-12,1010,Cash,,CC100,Booth LLC,3342.64,DR,saas us,Software tools
GL0000333,2023-04-19,6100,sales & marketing,Engineering,,"Palmer, Becker and Cohen",4542.56,DR,saas us,Software tools
GL0000334,2023-04-15,6300,General and Administrative,Operations,,Hill-Chen,11987.53,DR,SaaS Canada,Google Ads
GL0000335,2023-04-20,5000,Cost of Service,Sales,CC300,Crawford-Boyle,23910.82,DR,saas us,Google Ads
GL0000336,2023-04-14,6200,Research and Development,Engineering,CC300,"Green, Estrada and Perkins",14982.94,DR,SaaS Canada,Google Ads
GL0000337,2023-04-10,6100,sales & marketing,Sales,CC400,Sandoval LLC,17054.84,dr,SaaS Canada,Refund
GL0000338,2023-04-03,9999,Misc Expense,Engineering,,"Perez, Vega and Miller",-6612.36,DR,saas us,Refund
GL0000339,2023-04-10,5000,Cost of Service,Marketing,,"Cooper, Anderson and Hernandez",-10770.04,CR,SaaS US,AWS hosting
GL0000340,2023-04-23,1010,Cash,Sales,,"Ali, Fernandez and Smith",3093.38,dr,saas us,AWS hosting
GL0000341,2023-04-20,6100,Sales and Marketing,Operations,CC300,Price-Ingram,21322.15,DR,saas us,Software tools
GL0000342,2023-04-04,6300,G&A,Marketing,CC200,Hamilton and Sons,-24606.18,cr,SaaS Canada,
GL0000343,2023-04-17,5000,Cost of Service,Finance,CC300,Wood-Smith,-17769.45,DR,SaaS Canada,
GL0000344,2023-04-17,9999,Misc Expense,Engineering,CC200,Jones PLC,15066.65,dr,saas us,Reclass
GL0000345,2023-04-17,6200,Research and Development,,CC100,"Richardson, Jackson and Brown",-5047.08,,SaaS Canada,Refund
GL0000346,2023-04-12,6300,G&A,Marketing,,"Acosta, Bryan and Powell",1795.2,DR,saas us,Google Ads
GL0000347,2023-04-08,1010,Cash,Engineering,CC200,Lopez-Owens,18275.93,dr,SaaS Canada,Refund
GL0000348,2023-04-06,6200,Research and Development,Finance,CC200,"Ramirez, Parsons and Austin",-16460.93,cr,SaaS US,Software tools
GL0000349,2023-04-08,6200,R&D,Sales,CC200,"Brooks, Golden and Mcdonald",2181.87,DR,SaaS HoldCo,Refund
GL0000350,2023-04-16,6100,Sales and Marketing,Operations,CC100,"Morrison, Wells and Garrett",10639.48,DR,SaaS US,Contractor costs
GL0000351,2023-04-25,5000,cost of service,Sales,CC300,"James, Moran and Ellis",20918.99,DR,SaaS HoldCo,Google Ads
GL0000352,2023-04-24,6200,Research and Development,Marketing,CC200,Brady LLC,-12198.23,cr,SaaS HoldCo,Google Ads
GL0000353,2023-04-23,1010,Cash,Marketing,CC300,"Jensen, Wilson and Ewing",-20253.31,CR,SaaS US,Reclass
GL0000354,2023-04-06,5000,Cost of Service,,CC100,"Randall, Hernandez and Myers",-11480.96,cr,SaaS US,Refund
GL0000355,2023-04-06,6300,General and Administrative,Marketing,CC200,Small LLC,3482.71,DR,SaaS HoldCo,Payroll
GL0000356,2023-04-24,6200,R&D,Marketing,,Lucas LLC,-23441.06,CR,SaaS US,Refund
GL0000357,2023-04-16,6200,R&D,Finance,CC300,French LLC,-2607.37,cr,SaaS HoldCo,Refund
GL0000358,2023-04-13,6100,sales & marketing,Sales,CC200,Stewart LLC,-17699.76,CR,SaaS HoldCo,Google Ads
GL0000359,2023-04-08,1010,Cash,,CC100,"Edwards, Brown and Fisher",1269.3,DR,SaaS US,Payroll
GL0000360,2023-04-20,6300,G&A,Sales,CC400,"Sawyer, Hernandez and Knight",5551.54,DR,SaaS US,Contractor costs
GL0000361,2023-05-23,1010,Cash,Operations,CC200,Smith-Mason,-22558.22,CR,saas us,Reclass
GL0000362,2023-05-27,1010,Cash,Finance,CC200,Murphy-Schaefer,13205.87,DR,SaaS Canada,AWS hosting
GL0000363,2023-05-09,6200,R&D,Marketing,CC300,Cain-Sparks,18343.59,dr,SaaS HoldCo,AWS hosting
GL0000364,2023-05-15,6300,G&A,,,Rodriguez PLC,-19039.14,CR,SaaS US,Reclass
GL0000365,2023-05-10,5000,Cost of Service,Marketing,CC400,Vasquez Ltd,6636.17,DR,SaaS Canada,Google Ads
GL0000366,2023-05-15,6300,G&A,Engineering,CC100,"Martinez, Kelly and Barron",21808.76,DR,saas us,Payroll
GL0000367,2023-05-09,6300,G&A,Engineering,,Ford LLC,20551.71,DR,SaaS US,AWS hosting
GL0000368,2023-05-22,6100,sales & marketing,,CC400,"Johnson, Andrews and Allen",6496.6,DR,saas us,Contractor costs
GL0000369,2023-05-07,9999,Misc Expense,,CC200,Hardy-Martin,-7324.27,cr,SaaS HoldCo,Refund
GL0000370,2023-05-09,6100,sales & marketing,,CC200,"Johnson, Baker and Vance",18862.74,dr,SaaS Canada,Refund
GL0000371,2023-05-01,6200,R&D,Engineering,,"Trevino, Adams and Perez",8364.12,DR,SaaS HoldCo,Reclass
GL0000372,2023-05-21,6200,R&D,Sales,,"Payne, Gibbs and Mitchell",-22785.41,CR,SaaS Canada,Software tools
GL0000373,2023-05-23,6100,Sales and Marketing,Operations,CC300,"Duncan, Jackson and Evans",8723.86,DR,SaaS Canada,
GL0000374,2023-05-27,5000,Cost of Service,Sales,,Valdez Group,-3400.3,CR,SaaS Canada,AWS hosting
GL0000375,2023-05-04,6200,Research and Development,,CC400,"Acosta, Sheppard and Turner",-24608.6,CR,SaaS US,Refund
GL0000376,2023-05-11,6300,G&A,Sales,CC200,Cooper-Johnston,-1086.55,CR,SaaS Canada,Payroll
GL0000377,2023-05-18,6100,Sales and Marketing,Marketing,,Richardson-Evans,-24198.76,CR,SaaS US,Software tools
GL0000378,2023-05-06,6100,S&M,Finance,CC300,"Travis, Gonzales and Evans",-18219.37,CR,SaaS US,Payroll
GL0000379,2023-05-18,1010,Cash,Engineering,,Johnson-Clay,11446.99,DR,SaaS HoldCo,Google Ads
GL0000380,2023-05-04,1010,Cash,Operations,CC300,Chavez Inc,-22029.36,cr,SaaS Canada,Reclass
GL0000381,2023-05-23,6100,sales & marketing,Finance,CC100,Smith LLC,16202.33,DR,SaaS US,Contractor costs
GL0000382,2023-05-19,5000,Cost of Service,Sales,CC300,"Perez, Mcmahon and Romero",23540.74,dr,SaaS HoldCo,
GL0000383,2023-05-05,6200,R&D,Finance,,Crawford PLC,6760.92,dr,saas us,Contractor costs
GL0000384,2023-05-16,5000,Cost of Service,,,Juarez-Hall,-3631.0,CR,SaaS HoldCo,Payroll
GL0000385,2023-05-22,6200,R&D,Sales,CC100,"Russell, Gonzalez and Kline",-2329.38,CR,SaaS US,Google Ads
GL0000386,2023-05-16,6300,General and Administrative,Engineering,CC300,Herring-Robinson,-15079.43,cr,saas us,Reclass
GL0000387,2023-05-06,9999,Misc Expense,Engineering,CC200,Brown-Garcia,4848.96,DR,SaaS Canada,Payroll
GL0000388,2023-05-22,9999,Misc Expense,Sales,,Lowe-Stokes,-15082.06,CR,SaaS Canada,
GL0000389,2023-05-24,5000,Cost of Service,Engineering,,Williams LLC,23529.06,DR,SaaS US,
GL0000390,2023-05-04,,S&M,Finance,,King and Sons,6585.0,DR,saas us,
GL0000391,2023-05-25,1010,Cash,,CC300,"Montes, Carter and Graves",18717.2,DR,SaaS US,Software tools
GL0000392,2023-05-10,5000,Cost of Service,,CC300,Harris LLC,14789.61,DR,SaaS Canada,Reclass
GL0000393,2023-05-13,6100,S&M,,CC200,"Gonzalez, Pearson and Kennedy",7169.96,dr,SaaS US,
GL0000394,2023-05-24,9999,Misc Expense,Finance,CC300,Gallagher and Sons,16383.31,DR,SaaS US,Google Ads
GL0000395,2023-05-19,6300,G&A,,,Jones-Lang,-21085.68,CR,SaaS Canada,
GL0000396,2023-05-11,5000,Cost of Service,Operations,,"Garcia, Oconnor and Herring",2536.0,DR,SaaS Canada,Reclass
GL0000397,2023-05-24,1010,Cash,Engineering,CC200,"Payne, Evans and Taylor",3320.55,DR,SaaS US,Refund
GL0000398,2023-05-27,5000,cost of service,Finance,CC100,Mcguire-Watkins,-3705.69,CR,saas us,
GL0000399,2023-05-25,1010,Cash,Engineering,CC100,Howard-Bradley,-7146.57,cr,SaaS US,
GL0000400,2023-05-20,9999,Misc Expense,Marketing,CC100,Crawford Group,-21888.61,CR,SaaS Canada,Google Ads
GL0000401,2023-05-16,5000,cost of service,Engineering,CC400,Madden PLC,-1656.9,CR,SaaS HoldCo,Reclass
GL0000402,2023-05-22,6100,sales & marketing,Engineering,CC200,"Robinson, Mcclain and Winters",22582.69,dr,SaaS Canada,AWS hosting
GL0000403,2023-05-12,5000,cost of service,,CC400,"Perry, Robinson and Spears",-16603.75,cr,SaaS Canada,Contractor costs
GL0000404,2023-05-08,6100,sales & marketing,Engineering,CC300,Robinson-Hunter,18538.3,DR,SaaS US,Contractor costs
GL0000405,2023-05-12,9999,Misc Expense,,CC100,Torres-Parker,2620.03,DR,SaaS Canada,Google Ads
GL0000406,2023-05-01,1010,Cash,,CC100,Bates-Stephens,-7688.68,CR,saas us,Payroll
GL0000407,2023-05-19,6100,Sales and Marketing,Engineering,CC200,Villegas Inc,3766.22,DR,saas us,
GL0000408,2023-05-07,5000,Cost of Service,,CC300,Ramirez-Decker,14529.22,DR,SaaS Canada,Refund
GL0000409,2023-05-20,,Misc Expense,Sales,,Arias and Sons,20926.83,DR,SaaS HoldCo,Google Ads
GL0000410,2023-05-14,5000,Cost of Service,Operations,CC200,Andrade-Oconnor,10158.67,DR,SaaS Canada,AWS hosting
GL0000411,2023-05-05,6100,S&M,Operations,CC200,Carter-Randolph,-1896.44,CR,SaaS Canada,Software tools
GL0000412,2023-05-18,6300,General and Administrative,Marketing,CC400,Oneill-Weber,10155.26,DR,saas us,Contractor costs
GL0000413,2023-05-18,5000,Cost of Service,Finance,,"Johnson, Chambers and Jones",16018.47,DR,SaaS HoldCo,Reclass
GL0000414,2023-05-24,6200,Research and Development,Sales,,Martinez Inc,8885.62,DR,SaaS HoldCo,Google Ads
GL0000415,2023-05-13,6100,sales & marketing,Marketing,CC300,Williams-Taylor,-10928.47,CR,SaaS US,Contractor costs
GL0000416,2023-05-09,9999,Misc Expense,Marketing,CC100,Martin-Smith,8845.09,cr,SaaS HoldCo,AWS hosting
GL0000417,2023-05-13,5000,cost of service,,CC200,"Ramos, Walker and Steele",22062.36,DR,SaaS Canada,Refund
GL0000418,2023-05-13,6200,Research and Development,Operations,CC300,Hansen-Evans,-23457.42,cr,SaaS HoldCo,Google Ads
GL0000419,2023-05-25,5000,cost of service,,CC200,Tran-Fitzgerald,3020.09,DR,SaaS Canada,Contractor costs
GL0000420,2023-05-02,6100,S&M,Engineering,,"Gonzales, Monroe and Deleon",11632.96,dr,saas us,Payroll
GL0000421,2023-05-06,6200,Research and Development,,,Hanson-Perkins,-13276.36,CR,SaaS HoldCo,Refund
GL0000422,2023-05-13,5000,Cost of Service,,,Garcia LLC,-21883.43,cr,SaaS HoldCo,Refund
GL0000423,2023-05-10,6100,Sales and Marketing,,CC300,Dunn Ltd,-2769.04,CR,SaaS HoldCo,Contractor costs
GL0000424,2023-05-02,,R&D,,,Bradley-Sanders,-22719.45,DR,SaaS US,Reclass
GL0000425,2023-05-14,9999,Misc Expense,,,Lopez Inc,13529.16,DR,SaaS HoldCo,
GL0000426,2023-05-06,6300,G&A,Marketing,,Peterson LLC,24695.57,dr,SaaS Canada,Payroll
GL0000427,2023-05-24,6200,Research and Development,,CC400,Hughes-Singleton,16660.63,DR,SaaS HoldCo,Payroll
GL0000428,2023-05-02,6100,sales & marketing,Operations,CC400,Myers-Fisher,-20437.03,CR,SaaS HoldCo,Reclass
GL0000429,2023-05-23,6300,General and Administrative,,CC200,Arnold Group,-7227.71,CR,saas us,Payroll
GL0000430,2023-05-25,5000,Cost of Service,Marketing,CC400,Middleton Inc,-2228.31,dr,saas us,AWS hosting
GL0000431,2023-05-25,6300,General and Administrative,Marketing,,"West, Castro and Ryan",3914.62,DR,saas us,Refund
GL0000432,2023-05-02,6100,Sales and Marketing,Operations,CC300,Austin-Snyder,-7426.04,CR,saas us,Refund
GL0000433,2023-05-10,6300,G&A,Operations,CC100,Jones-Rodriguez,19683.24,DR,SaaS US,Contractor costs
GL0000434,2023-05-10,6100,S&M,,,"Wilson, Patrick and Chandler",-14727.58,cr,saas us,Google Ads
GL0000435,2023-05-03,6100,Sales and Marketing,Finance,,Thompson Group,11537.27,DR,saas us,Reclass
GL0000436,2023-05-14,5000,Cost of Service,Engineering,CC300,"Myers, Rose and Reid",-5041.94,CR,saas us,Payroll
GL0000437,2023-05-20,6200,R&D,Finance,,Spencer-Rosario,-2466.73,CR,SaaS US,AWS hosting
GL0000438,2023-05-24,6300,G&A,Finance,CC100,"Kelly, Rivera and Dean",17309.24,DR,SaaS HoldCo,Payroll
GL0000439,2023-05-13,5000,cost of service,,CC300,Wolfe and Sons,-4816.6,CR,SaaS Canada,Reclass
GL0000440,2023-05-02,6200,R&D,Engineering,CC200,,4566.1,DR,saas us,Refund
GL0000441,2023-05-22,1010,Cash,Marketing,CC300,"Murphy, Ross and Warner",-19847.07,CR,SaaS HoldCo,Payroll
GL0000442,2023-05-13,6100,sales & marketing,Sales,,Carpenter PLC,4647.2,DR,SaaS US,
GL0000443,2023-05-27,1010,Cash,Marketing,,Evans-Anderson,11109.51,dr,saas us,AWS hosting
GL0000444,2023-05-04,6200,Research and Development,Sales,CC100,Santos Group,-23618.99,,SaaS US,Software tools
GL0000445,2023-05-05,1010,Cash,Marketing,CC200,"Bennett, Vance and Young",11791.88,DR,saas us,Payroll
GL0000446,2023-05-04,9999,Misc Expense,Sales,,Arnold-Hatfield,1822.11,DR,SaaS US,AWS hosting
GL0000447,2023-05-08,9999,Misc Expense,Sales,CC200,"Whitehead, Benson and Lee",-15009.77,cr,SaaS Canada,Google Ads
GL0000448,2023-05-25,6100,Sales and Marketing,Engineering,CC400,Ho-Foster,17542.82,DR,SaaS US,Software tools
