gl_txn_id,txn_date,account_code,account_name,department,cost_center,vendor_customer,amount,dr_cr,entity,memo,account_category
GL0000203,2023-03-05,5000.0,cost of service,Operations,CC300,Barajas Ltd,10075.39,DR,SaaS US,Contractor costs,COGS
GL0000204,2023-03-09,6200.0,r&d,Sales,CC300,Glover-Kim,5817.88,DR,SaaS US,Google Ads,R&D
GL0000205,2023-03-24,6100.0,sales and marketing,Operations,Unknown,"Sanchez, Wolfe and Davis",8432.33,DR,SaaS Canada,Google Ads,Sales & Marketing
GL0000206,2023-03-22,9999.0,misc expense,Engineering,Unknown,Humphrey Inc,-8738.59,CR,SaaS HoldCo,Google Ads,Other
GL0000207,2023-03-19,1010.0,cash,Finance,Unknown,"Parker, Gonzalez and Salas",7335.2,DR,SaaS US,Software tools,Cash
GL0000208,2023-03-26,5000.0,cost of service,Unknown,CC300,Cole-Adkins,1322.66,DR,SaaS US,Payroll,COGS
GL0000209,2023-03-18,5000.0,cost of service,Finance,Unknown,Patterson-Bray,2157.86,DR,SaaS HoldCo,Unknown,COGS
GL0000210,2023-03-08,1010.0,cash,Sales,Unknown,Bean-Johnson,-10047.84,CR,SaaS HoldCo,Reclass,Cash
GL0000211,2023-03-17,6100.0,sales & marketing,Operations,Unknown,"Robinson, Myers and Gutierrez",-3604.67,CR,SaaS US,Refund,Sales & Marketing
GL0000212,2023-03-06,9999.0,misc expense,Unknown,Unknown,"Owens, Padilla and Martin",9241.84,DR,SaaS US,Refund,Other
GL0000213,2023-03-09,1010.0,cash,Engineering,CC300,Davis-Martin,16607.76,DR,SaaS US,Unknown,Cash
GL0000214,2023-03-11,6300.0,g&a,Unknown,Unknown,"Lewis, Owens and Johnston",21679.18,DR,SaaS HoldCo,Unknown,G&A
GL0000215,2023-03-11,6200.0,r&d,Engineering,CC400,Young-Guzman,-11257.96,CR,SaaS US,Contractor costs,R&D
GL0000216,2023-03-21,6300.0,general and administrative,Unknown,CC300,"Wall, Eaton and Scott",17974.5,DR,SaaS HoldCo,Payroll,G&A
GL0000217,2023-03-15,6300.0,general and administrative,Engineering,Unknown,"Williams, Richardson and Mccullough",15028.52,DR,SaaS US,Google Ads,G&A
GL0000218,2023-03-19,9999.0,misc expense,Unknown,CC100,Erickson-Valenzuela,9114.56,DR,SaaS Canada,Reclass,Other
GL0000219,2023-03-02,1010.0,cash,Unknown,CC300,"Davis, Clark and Garcia",10522.02,DR,SaaS US,Refund,Cash
GL0000220,2023-03-19,5000.0,cost of service,Operations,CC300,Smith-Larsen,3467.41,DR,SaaS HoldCo,Payroll,COGS
GL0000221,2023-03-26,1010.0,cash,Engineering,CC200,Sanchez-Sanchez,6076.02,DR,SaaS Canada,AWS hosting,Cash
GL0000222,2023-03-18,6200.0,research and development,Unknown,CC200,"Nelson, Wright and Andrews",23836.7,DR,SaaS Canada,AWS hosting,R&D
GL0000223,2023-03-24,1010.0,cash,Marketing,Unknown,Parsons LLC,-3496.41,CR,SaaS HoldCo,Contractor costs,Cash
GL0000224,2023-03-23,6100.0,sales and marketing,Unknown,CC300,"Bennett, Hall and Wang",-6202.19,CR,SaaS Canada,Google Ads,Sales & Marketing
GL0000225,2023-03-16,6100.0,s&m,Sales,CC400,Martinez PLC,-20555.11,CR,SaaS Canada,Payroll,Sales & Marketing
GL0000226,2023-03-25,5000.0,cost of service,Sales,Unknown,"Cox, Young and Davis",4237.0,DR,SaaS US,Contractor costs,COGS
GL0000227,2023-03-08,6200.0,research and development,Operations,CC100,Dean LLC,5600.78,CR,SaaS US,Refund,R&D
GL0000228,2023-03-24,6100.0,s&m,Unknown,CC200,"Schmitt, Donovan and Garcia",14491.47,DR,SaaS HoldCo,Google Ads,Sales & Marketing
GL0000229,2023-03-11,6100.0,sales & marketing,Sales,Unknown,"Whitaker, Smith and Suarez",-14195.33,CR,SaaS HoldCo,Software tools,Sales & Marketing
GL0000230,2023-03-20,5000.0,cost of service,Engineering,CC400,Garner Inc,15575.79,DR,SaaS US,Refund,COGS
GL0000231,2023-03-26,6300.0,general and administrative,Finance,Unknown,"Jones, Larson and Alexander",16087.25,DR,SaaS US,Contractor costs,G&A
GL0000232,2023-03-17,5000.0,cost of service,Finance,Unknown,Spence LLC,5276.71,DR,SaaS US,Contractor costs,COGS
GL0000233,2023-03-16,6300.0,general and administrative,Finance,CC200,"Porter, Hanson and Romero",-17532.8,CR,SaaS Canada,Reclass,G&A
GL0000234,2023-03-21,6100.0,s&m,Finance,Unknown,Boyer-Bowers,-7945.14,CR,SaaS Canada,Refund,Sales & Marketing
GL0000235,2023-03-11,5000.0,cost of service,Marketing,CC100,"Molina, Flores and Nelson",2063.03,DR,SaaS US,Google Ads,COGS
GL0000236,2023-03-07,6100.0,s&m,Sales,Unknown,Martin LLC,13371.64,DR,SaaS Canada,AWS hosting,Sales & Marketing
GL0000237,2023-03-26,6200.0,research and development,Unknown,Unknown,"Miller, Taylor and Snyder",10955.94,DR,SaaS Canada,Unknown,R&D
GL0000238,2023-03-05,6100.0,sales & marketing,Engineering,Unknown,Davidson-Jimenez,22282.54,DR,SaaS US,Google Ads,Sales & Marketing
GL0000239,2023-03-19,6100.0,s&m,Marketing,CC100,Cook-Juarez,24349.65,DR,SaaS Canada,Reclass,Sales & Marketing
GL0000240,2023-03-19,6300.0,g&a,Finance,Unknown,Christian-Gonzales,-22133.98,CR,SaaS HoldCo,Payroll,G&A
GL0000241,2023-03-24,5000.0,cost of service,Unknown,CC400,"Torres, Figueroa and Carter",-8981.76,,SaaS US,Refund,COGS
GL0000242,2023-03-25,6100.0,sales and marketing,Unknown,CC100,"Mejia, Hall and Chavez",24438.78,DR,SaaS US,Google Ads,Sales & Marketing
GL0000243,2023-03-07,6300.0,general and administrative,Unknown,CC400,Armstrong and Sons,22004.49,DR,SaaS HoldCo,Unknown,G&A
GL0000244,2023-03-03,9999.0,misc expense,Finance,CC100,Harris Inc,-4085.63,CR,SaaS HoldCo,Refund,Other
GL0000245,2023-03-23,6300.0,general and administrative,Unknown,CC400,Young Group,-12237.43,CR,SaaS US,Refund,G&A
GL0000246,2023-03-11,6100.0,sales and marketing,Sales,CC400,"Hines, Turner and Wong",23224.18,DR,SaaS US,Google Ads,Sales & Marketing
GL0000247,2023-03-24,6200.0,research and development,Finance,CC300,Blake and Sons,2930.64,DR,SaaS US,Refund,R&D
GL0000248,2023-03-17,Unknown,misc expense,Unknown,CC300,Mckenzie-Mendez,-21985.29,CR,SaaS US,Google Ads,Other
GL0000249,2023-03-04,6100.0,s&m,Unknown,Unknown,Crane-Bradley,-22473.14,CR,SaaS US,Reclass,Sales & Marketing
GL0000250,2023-03-26,6200.0,research and development,Unknown,CC200,Green Inc,11400.81,DR,SaaS Canada,Google Ads,R&D
GL0000251,2023-03-08,1010.0,cash,Unknown,CC400,Mccoy-Kim,12519.59,DR,SaaS US,Contractor costs,Cash
GL0000252,2023-03-04,6300.0,g&a,Engineering,CC300,Cross PLC,11358.77,DR,SaaS US,Contractor costs,G&A
GL0000253,2023-03-13,6100.0,sales and marketing,Unknown,CC100,Martin PLC,11920.78,DR,SaaS US,Refund,Sales & Marketing
GL0000254,2023-03-17,9999.0,misc expense,Engineering,CC100,"Smith, Lambert and Dawson",13919.9,DR,SaaS US,Payroll,Other
GL0000255,2023-03-07,5000.0,cost of service,Unknown,CC300,Ramos Inc,17544.13,DR,SaaS US,Reclass,COGS
GL0000256,2023-03-10,6200.0,r&d,Engineering,CC100,Stewart Group,2563.29,DR,SaaS HoldCo,Google Ads,R&D
GL0000257,2023-03-15,6100.0,sales and marketing,Engineering,Unknown,"Hill, Patterson and Roberts",16594.98,DR,SaaS HoldCo,Reclass,Sales & Marketing
GL0000258,2023-03-08,Unknown,g&a,Unknown,CC400,Shea LLC,-10483.58,CR,SaaS US,Payroll,G&A
GL0000259,2023-03-02,1010.0,cash,Unknown,CC300,Brown-Martinez,-2915.95,DR,SaaS HoldCo,Unknown,Cash
GL0000260,2023-03-18,6300.0,general and administrative,Unknown,CC100,Graham-Grant,-8782.0,CR,SaaS US,Refund,G&A
GL0000261,2023-03-15,6200.0,r&d,Finance,CC300,Byrd and Sons,11997.92,DR,SaaS HoldCo,Software tools,R&D
GL0000262,2023-03-04,6300.0,general and administrative,Marketing,Unknown,Pennington Inc,15088.62,DR,SaaS US,Unknown,G&A
GL0000263,2023-03-26,6300.0,general and administrative,Sales,CC300,Price-Jackson,-11275.07,,SaaS US,Software tools,G&A
GL0000264,2023-03-03,1010.0,cash,Operations,Unknown,Ritter-Murphy,2815.47,DR,SaaS US,Unknown,Cash
GL0000265,2023-03-02,6100.0,s&m,Engineering,CC400,Moore-Harmon,-13556.27,CR,SaaS Canada,AWS hosting,Sales & Marketing
GL0000266,2023-03-24,6100.0,sales and marketing,Unknown,CC300,Esparza LLC,15066.89,DR,SaaS Canada,AWS hosting,Sales & Marketing
GL0000267,2023-03-07,Unknown,sales and marketing,Finance,CC100,"Roberts, Wood and Davis",8297.69,DR,SaaS US,Unknown,Sales & Marketing
GL0000268,2023-03-12,6300.0,general and administrative,Unknown,CC100,Williams PLC,1758.76,DR,SaaS US,Payroll,G&A
GL0000269,2023-03-14,9999.0,misc expense,Unknown,CC400,Hughes-Olson,1696.93,DR,SaaS HoldCo,Reclass,Other
GL0000270,2023-03-26,6100.0,s&m,Engineering,CC200,Williams-Ramirez,-15713.25,CR,SaaS HoldCo,Refund,Sales & Marketing
GL0000271,2023-04-19,1010.0,cash,Operations,CC200,Sullivan Ltd,3387.08,DR,SaaS US,Reclass,Cash
GL0000272,2023-04-19,6100.0,sales and marketing,Marketing,CC300,"Valentine, Gross and Johnston",16083.23,DR,SaaS Canada,Google Ads,Sales & Marketing
GL0000273,2023-04-05,6100.0,sales & marketing,Marketing,CC300,"Garcia, Guzman and Rivera",4493.63,DR,SaaS US,AWS hosting,Sales & Marketing
GL0000274,2023-04-12,6100.0,s&m,Marketing,Unknown,"Wilcox, Wang and Buchanan",16327.45,DR,SaaS Canada,Payroll,Sales & Marketing
GL0000275,2023-04-18,6200.0,research and development,Operations,Unknown,Patterson-Perez,9734.07,DR,SaaS US,Contractor costs,R&D
GL0000276,2023-04-24,9999.0,misc expense,Unknown,CC400,"Parks, Torres and Griffith",1857.73,DR,SaaS Canada,Contractor costs,Other
GL0000277,2023-04-21,5000.0,cost of service,Marketing,CC200,Romero PLC,20326.69,DR,SaaS US,Google Ads,COGS
GL0000278,2023-04-14,6100.0,s&m,Operations,Unknown,Hernandez-Smith,10725.42,DR,SaaS Canada,Unknown,Sales & Marketing
GL0000279,2023-04-26,5000.0,cost of service,Finance,CC200,"Mcgrath, Myers and Robinson",-2725.59,CR,SaaS US,AWS hosting,COGS
GL0000280,2023-04-07,6100.0,sales and marketing,Engineering,CC100,Gutierrez-Kelley,-7769.45,CR,SaaS HoldCo,AWS hosting,Sales & Marketing
GL0000281,2023-04-04,9999.0,misc expense,Sales,CC300,Davis-Shaw,5327.09,DR,SaaS HoldCo,Unknown,Other
GL0000282,2023-04-12,6100.0,sales & marketing,Operations,Unknown,"Mathews, Fields and Thompson",1301.16,DR,SaaS HoldCo,Google Ads,Sales & Marketing
GL0000283,2023-04-17,6200.0,research and development,Unknown,CC100,"Evans, Marshall and Black",-17837.52,CR,SaaS HoldCo,Payroll,R&D
GL0000284,2023-04-05,6300.0,g&a,Unknown,Unknown,Welch-Rollins,-6747.15,CR,SaaS US,Refund,G&A
GL0000285,2023-04-06,5000.0,cost of service,Engineering,CC400,Wright-Orozco,-9487.31,CR,SaaS Canada,Contractor costs,COGS
GL0000286,2023-04-22,6300.0,g&a,Unknown,Unknown,Wilson-Curtis,21418.73,DR,SaaS US,Contractor costs,G&A
GL0000287,2023-04-24,6300.0,general and administrative,Finance,CC300,Smith and Sons,2487.3,DR,SaaS US,AWS hosting,G&A
GL0000288,2023-04-06,6200.0,research and development,Unknown,CC100,Wilson-Robinson,10282.49,DR,SaaS Canada,Payroll,R&D
GL0000289,2023-04-22,6200.0,research and development,Engineering,Unknown,"Glass, Morgan and Marks",2019.3,DR,SaaS HoldCo,Refund,R&D
GL0000290,2023-04-23,5000.0,cost of service,Engineering,CC400,Brown Ltd,-21343.48,CR,SaaS HoldCo,AWS hosting,COGS
GL0000291,2023-04-16,Unknown,general and administrative,Sales,CC300,Diaz and Sons,24782.02,DR,SaaS US,Unknown,G&A
GL0000292,2023-04-08,Unknown,r&d,Engineering,CC200,Harper-Mckinney,-16145.58,CR,SaaS US,Software tools,R&D
GL0000293,2023-04-08,6100.0,sales & marketing,Operations,Unknown,Jackson Inc,22245.5,DR,SaaS HoldCo,Reclass,Sales & Marketing
GL0000294,2023-04-25,6100.0,sales and marketing,Operations,CC100,Fisher Group,-12144.89,CR,SaaS Canada,Software tools,Sales & Marketing
GL0000295,2023-04-13,6200.0,r&d,Marketing,Unknown,"Barry, Randall and Griffin",14788.91,DR,SaaS Canada,AWS hosting,R&D
GL0000296,2023-04-22,6300.0,general and administrative,Operations,Unknown,"Wilson, Bell and Haynes",1422.22,DR,SaaS HoldCo,Unknown,G&A
GL0000297,2023-04-23,6100.0,s&m,Operations,Unknown,Hendricks Ltd,-6242.52,CR,SaaS US,Software tools,Sales & Marketing
GL0000298,2023-04-20,6300.0,general and administrative,Unknown,CC200,Smith LLC,11631.8,DR,SaaS US,AWS hosting,G&A
GL0000299,2023-04-04,6100.0,sales & marketing,Unknown,CC200,Myers-Zuniga,16569.33,DR,SaaS HoldCo,Payroll,Sales & Marketing
GL0000300,2023-04-11,Unknown,cost of service,Sales,CC300,Jenkins Ltd,19713.08,DR,SaaS Canada,Refund,COGS
GL0000301,2023-04-24,6200.0,r&d,Engineering,Unknown,Ross-Simmons,8340.59,DR,SaaS US,Software tools,R&D
GL0000302,2023-04-04,6100.0,sales and marketing,Marketing,Unknown,Smith Group,-20364.91,CR,SaaS Canada,Software tools,Sales & Marketing
GL0000303,2023-04-01,1010.0,cash,Unknown,CC400,Mueller-Hobbs,15024.43,DR,SaaS Canada,Software tools,Cash
GL0000304,2023-04-08,6100.0,sales and marketing,Marketing,Unknown,Perez Inc,-24195.48,CR,SaaS HoldCo,Unknown,Sales & Marketing
GL0000305,2023-04-16,9999.0,misc expense,Marketing,CC100,"Lang, Young and Foster",5559.92,DR,SaaS HoldCo,Software tools,Other
GL0000306,2023-04-21,6300.0,g&a,Operations,Unknown,Ortiz and Sons,-13488.31,CR,SaaS HoldCo,Reclass,G&A
GL0000307,2023-04-18,6200.0,r&d,Marketing,CC100,Miller Inc,1443.18,DR,SaaS US,Contractor costs,R&D
GL0000308,2023-04-21,1010.0,cash,Engineering,CC300,Thomas-Hogan,11258.35,DR,SaaS US,AWS hosting,Cash
GL0000309,2023-04-16,6300.0,general and administrative,Operations,Unknown,King-Cook,13893.0,DR,SaaS HoldCo,Refund,G&A
GL0000310,2023-04-03,6200.0,research and development,Unknown,Unknown,"Kim, Chambers and Miller",14637.47,DR,SaaS US,Reclass,R&D
GL0000311,2023-04-14,6100.0,s&m,Sales,CC400,Compton LLC,21843.17,DR,SaaS HoldCo,Google Ads,Sales & Marketing
GL0000312,2023-04-01,6100.0,sales & marketing,Engineering,CC200,Freeman Ltd,-21613.9,CR,SaaS Canada,Contractor costs,Sales & Marketing
GL0000313,2023-04-09,1010.0,cash,Unknown,CC400,Fry-Mcknight,-13567.83,CR,SaaS US,Reclass,Cash
GL0000314,2023-04-25,6100.0,sales & marketing,Engineering,CC100,"Scott, Parker and Jackson",-6408.09,,SaaS US,Payroll,Sales & Marketing
GL0000315,2023-04-13,6300.0,general and administrative,Finance,Unknown,Wright and Sons,14384.91,DR,SaaS US,Reclass,G&A
GL0000316,2023-04-08,5000.0,cost of service,Engineering,CC400,Ramsey Ltd,24905.9,DR,SaaS HoldCo,Software tools,COGS
GL0000317,2023-04-24,6100.0,s&m,Unknown,CC100,Huff-Stevens,7687.08,DR,SaaS HoldCo,Payroll,Sales & Marketing
GL0000318,2023-04-20,5000.0,cost of service,Engineering,CC200,Mcintyre and Sons,17074.89,DR,SaaS Canada,Unknown,COGS
GL0000319,2023-04-16,6100.0,sales and marketing,Sales,Unknown,Watson and Sons,6380.13,DR,SaaS US,Contractor costs,Sales & Marketing
GL0000320,2023-04-19,6100.0,sales and marketing,Operations,CC100,"Skinner, Hughes and Johnson",15252.5,DR,SaaS US,Refund,Sales & Marketing
GL0000321,2023-04-17,6100.0,s&m,Unknown,Unknown,Huynh Inc,-13096.91,CR,SaaS HoldCo,Payroll,Sales & Marketing
GL0000322,2023-04-19,5000.0,cost of service,Unknown,CC100,Jensen-Robbins,-6586.53,CR,SaaS HoldCo,Software tools,COGS
GL0000323,2023-04-20,9999.0,misc expense,Unknown,CC400,Robertson LLC,22210.2,DR,SaaS US,AWS hosting,Other
GL0000324,2023-04-26,6300.0,g&a,Finance,CC400,"Blackburn, Small and Chen",7757.1,DR,SaaS US,Unknown,G&A
GL0000325,2023-04-19,6300.0,g&a,Finance,CC200,Sanchez PLC,14549.72,DR,SaaS HoldCo,Contractor costs,G&A
GL0000326,2023-04-04,6300.0,general and administrative,Unknown,CC200,"Shaffer, Medina and Howard",11154.72,DR,SaaS HoldCo,Software tools,G&A
GL0000327,2023-04-15,6200.0,research and development,Marketing,Unknown,Lewis-Hughes,1783.72,DR,SaaS US,Reclass,R&D
GL0000328,2023-04-13,5000.0,cost of service,Unknown,Unknown,Robinson-Duffy,19738.56,DR,SaaS US,Refund,COGS
GL0000329,2023-04-16,6100.0,sales & marketing,Operations,CC100,May and Sons,-7376.28,CR,SaaS Canada,Payroll,Sales & Marketing
GL0000330,2023-04-19,6200.0,research and development,Finance,CC300,Chapman-Smith,2719.61,,SaaS US,AWS hosting,R&D
GL0000331,2023-04-05,6200.0,research and development,Operations,CC400,"Norman, Kemp and Miller",-22211.1,CR,SaaS HoldCo,Software tools,R&D
GL0000332,2023-04-15,6200.0,r&d,Engineering,Unknown,Turner-Reese,17163.76,DR,SaaS Canada,Payroll,R&D
GL0000333,2023-04-05,6300.0,general and administrative,Unknown,CC300,Bean-Pugh,-10644.46,CR,SaaS US,Payroll,G&A
GL0000334,2023-04-08,6100.0,s&m,Marketing,CC400,"Walker, Dennis and Armstrong",-7009.58,CR,SaaS HoldCo,Software tools,Sales & Marketing
GL0000335,2023-04-22,6100.0,s&m,Unknown,Unknown,Brown PLC,9663.31,DR,SaaS HoldCo,Reclass,Sales & Marketing
GL0000336,2023-04-01,6300.0,g&a,Engineering,CC400,Wagner PLC,20040.28,DR,SaaS Canada,AWS hosting,G&A
GL0000337,2023-04-10,6200.0,research and development,Unknown,CC400,Lowe-Solis,-24932.16,CR,SaaS US,Contractor costs,R&D
GL0000338,2023-04-03,6100.0,sales & marketing,Unknown,CC100,Solomon-Jones,2999.26,DR,SaaS HoldCo,AWS hosting,Sales & Marketing
GL0000339,2023-04-01,6100.0,sales and marketing,Sales,CC300,Vang-Miller,-5114.37,,SaaS HoldCo,AWS hosting,Sales & Marketing
GL0000340,2023-04-06,6300.0,general and administrative,Sales,CC200,Rodriguez-Jacobson,20969.49,DR,SaaS US,Payroll,G&A
GL0000341,2023-04-27,9999.0,misc expense,Unknown,CC100,Tran Ltd,22992.76,DR,SaaS US,AWS hosting,Other
GL0000342,2023-04-23,Unknown,general and administrative,Sales,CC200,Steele PLC,-2331.18,CR,SaaS Canada,Google Ads,G&A
GL0000343,2023-04-11,6100.0,s&m,Unknown,CC400,Fernandez-Harris,2581.29,DR,SaaS HoldCo,Google Ads,Sales & Marketing
GL0000344,2023-04-03,6100.0,sales and marketing,Marketing,CC100,Unknown,12322.41,DR,SaaS Canada,Google Ads,Sales & Marketing
GL0000345,2023-04-26,6200.0,r&d,Sales,CC200,"Moody, Lee and Jacobs",3209.93,DR,SaaS HoldCo,AWS hosting,R&D
GL0000346,2023-04-16,6200.0,r&d,Marketing,Unknown,Stone PLC,23394.26,DR,SaaS Canada,Unknown,R&D
GL0000347,2023-04-08,5000.0,cost of service,Unknown,CC400,Swanson Group,2844.39,DR,SaaS US,Unknown,COGS
GL0000348,2023-04-24,6100.0,sales & marketing,Unknown,Unknown,"White, Long and Cox",-4245.76,CR,SaaS HoldCo,Contractor costs,Sales & Marketing
GL0000349,2023-04-07,Unknown,general and administrative,Engineering,Unknown,Franco LLC,12790.42,DR,SaaS Canada,Reclass,G&A
GL0000350,2023-04-04,1010.0,cash,Engineering,Unknown,Johnson PLC,22187.34,DR,SaaS HoldCo,Google Ads,Cash
GL0000351,2023-04-10,5000.0,cost of service,Sales,Unknown,Smith-Smith,6200.42,DR,SaaS Canada,Refund,COGS
GL0000352,2023-04-17,9999.0,misc expense,Marketing,CC300,"Taylor, Strickland and Bowen",-13324.53,CR,SaaS HoldCo,Unknown,Other
GL0000353,2023-04-19,6200.0,r&d,Operations,Unknown,Stafford-Randolph,-12954.89,CR,SaaS US,Google Ads,R&D
GL0000354,2023-04-15,1010.0,cash,Sales,CC300,Johnson-Cox,23409.86,DR,SaaS HoldCo,Contractor costs,Cash
GL0000355,2023-04-09,6200.0,research and development,Sales,Unknown,Mcmahon-Morton,2431.3,DR,SaaS US,AWS hosting,R&D
GL0000356,2023-04-13,5000.0,cost of service,Unknown,Unknown,"Flores, Lopez and Mahoney",10767.71,DR,SaaS HoldCo,Payroll,COGS
GL0000357,2023-04-18,6100.0,sales and marketing,Engineering,CC100,Shaw Inc,4815.16,DR,SaaS US,Unknown,Sales & Marketing
GL0000358,2023-04-16,6200.0,r&d,Unknown,CC400,Carr LLC,8323.8,,SaaS HoldCo,Contractor costs,R&D
GL0000359,2023-04-16,6100.0,sales and marketing,Operations,CC200,Hoover LLC,13512.02,DR,SaaS US,Google Ads,Sales & Marketing
GL0000360,2023-04-25,6100.0,s&m,Unknown,Unknown,"Kelly, Wright and Whitaker",2762.67,DR,SaaS Canada,Unknown,Sales & Marketing
GL0000361,2023-05-27,6200.0,research and development,Sales,CC100,"Higgins, Oliver and Hays",13523.86,DR,SaaS US,Google Ads,R&D
GL0000362,2023-05-11,6300.0,g&a,Marketing,Unknown,"Copeland, Armstrong and Brown",-3124.46,CR,SaaS US,Unknown,G&A
GL0000363,2023-05-12,1010.0,cash,Unknown,CC100,"Mays, Warren and Bennett",3342.64,DR,SaaS US,Software tools,Cash
GL0000364,2023-05-19,6100.0,sales & marketing,Engineering,Unknown,"Gardner, Ramos and Stephens",4542.56,DR,SaaS US,Software tools,Sales & Marketing
GL0000365,2023-05-15,6300.0,general and administrative,Operations,Unknown,Turner Inc,11987.53,DR,SaaS Canada,Google Ads,G&A
GL0000366,2023-05-20,5000.0,cost of service,Sales,CC300,"Brown, Williamson and Andrews",23910.82,DR,SaaS US,Google Ads,COGS
GL0000367,2023-05-14,6200.0,research and development,Engineering,CC300,"Powell, Mason and Ramirez",14982.94,DR,SaaS Canada,Google Ads,R&D
GL0000368,2023-05-10,6100.0,sales & marketing,Sales,CC400,Pennington-Johnson,17054.84,DR,SaaS Canada,Refund,Sales & Marketing
GL0000369,2023-05-03,9999.0,misc expense,Engineering,Unknown,"Morgan, Wong and Garcia",-6612.36,DR,SaaS US,Refund,Other
GL0000370,2023-05-10,5000.0,cost of service,Marketing,Unknown,Sherman-Hall,-10770.04,CR,SaaS US,AWS hosting,COGS
GL0000371,2023-05-23,1010.0,cash,Sales,Unknown,"Eaton, Trevino and Williamson",3093.38,DR,SaaS US,AWS hosting,Cash
GL0000372,2023-05-20,6100.0,sales and marketing,Operations,CC300,Cox-Noble,21322.15,DR,SaaS US,Software tools,Sales & Marketing
GL0000373,2023-05-04,6300.0,g&a,Marketing,CC200,Campbell-Black,-24606.18,CR,SaaS Canada,Unknown,G&A
GL0000374,2023-05-17,5000.0,cost of service,Finance,CC300,Webb-Lane,-17769.45,DR,SaaS Canada,Unknown,COGS
GL0000375,2023-05-17,9999.0,misc expense,Engineering,CC200,Daniel-Patterson,15066.65,DR,SaaS US,Reclass,Other
GL0000376,2023-05-17,6200.0,research and development,Unknown,CC100,Rodriguez-Lewis,-5047.08,,SaaS Canada,Refund,R&D
GL0000377,2023-05-12,6300.0,g&a,Marketing,Unknown,Cummings-Arellano,1795.2,DR,SaaS US,Google Ads,G&A
GL0000378,2023-05-08,1010.0,cash,Engineering,CC200,Bailey and Sons,18275.93,DR,SaaS Canada,Refund,Cash
GL0000379,2023-05-06,6200.0,research and development,Finance,CC200,Ramirez PLC,-16460.93,CR,SaaS US,Software tools,R&D
GL0000380,2023-05-08,6200.0,r&d,Sales,CC200,Price-Harvey,2181.87,DR,SaaS HoldCo,Refund,R&D
GL0000381,2023-05-16,6100.0,sales and marketing,Operations,CC100,Baker PLC,10639.48,DR,SaaS US,Contractor costs,Sales & Marketing
GL0000382,2023-05-25,5000.0,cost of service,Sales,CC300,Juarez PLC,20918.99,DR,SaaS HoldCo,Google Ads,COGS
GL0000383,2023-05-24,6200.0,research and development,Marketing,CC200,Lee Inc,-12198.23,CR,SaaS HoldCo,Google Ads,R&D
GL0000384,2023-05-23,1010.0,cash,Marketing,CC300,Bennett Group,-20253.31,CR,SaaS US,Reclass,Cash
GL0000385,2023-05-06,5000.0,cost of service,Unknown,CC100,"Rodriguez, Russell and Oliver",-11480.96,CR,SaaS US,Refund,COGS
GL0000386,2023-05-06,6300.0,general and administrative,Marketing,CC200,Smith-Hopkins,3482.71,DR,SaaS HoldCo,Payroll,G&A
GL0000387,2023-05-24,6200.0,r&d,Marketing,Unknown,Reilly-Bailey,-23441.06,CR,SaaS US,Refund,R&D
GL0000388,2023-05-16,6200.0,r&d,Finance,CC300,Valdez Group,-2607.37,CR,SaaS HoldCo,Refund,R&D
