gl_txn_id,txn_date,period,account_code,account_name,account_category,department,cost_center,vendor_customer,amount,dr_cr,entity,memo
GL0000184,2023-03-12,2023-03-01,6200.0,research and development,R&D,Operations,CC100,Avila Group,21660.88,CR,SaaS Canada,Google Ads
GL0000185,2023-03-20,2023-03-01,5000.0,cost of service,COGS,Marketing,CC300,Mcintosh and Sons,-22103.76,CR,SaaS Canada,Unknown
GL0000186,2023-03-17,2023-03-01,6200.0,research and development,R&D,Operations,CC300,Poole-Shannon,8128.49,DR,SaaS US,AWS hosting
GL0000187,2023-03-23,2023-03-01,1010.0,cash,Cash,Finance,Unknown,Bailey LLC,-21094.75,CR,SaaS US,Refund
GL0000188,2023-03-22,2023-03-01,5000.0,cost of service,COGS,Finance,Unknown,Lamb-Kim,20404.32,CR,SaaS US,Refund
GL0000189,2023-03-16,2023-03-01,Unknown,s&m,Sales & Marketing,Engineering,Unknown,Hamilton-Leon,-11369.22,CR,SaaS US,Refund
GL0000190,2023-03-15,2023-03-01,1010.0,cash,Cash,Finance,CC100,Osborne and Sons,-7215.96,CR,SaaS US,Software tools
GL0000191,2023-03-14,2023-03-01,6100.0,s&m,Sales & Marketing,Finance,CC400,"Garrison, Lowe and Jackson",15375.76,DR,SaaS HoldCo,Reclass
GL0000192,2023-03-16,2023-03-01,6300.0,g&a,G&A,Engineering,CC100,Obrien Inc,24829.68,DR,SaaS US,Google Ads
GL0000193,2023-03-05,2023-03-01,5000.0,cost of service,COGS,Operations,CC300,Strong-Holden,10075.39,DR,SaaS US,Contractor costs
GL0000194,2023-03-09,2023-03-01,6200.0,r&d,R&D,Sales,CC300,"Christian, Fernandez and Patton",5817.88,DR,SaaS US,Google Ads
GL0000195,2023-03-24,2023-03-01,6100.0,sales and marketing,Sales & Marketing,Operations,Unknown,"Matthews, Romero and Hernandez",8432.33,DR,SaaS Canada,Google Ads
GL0000196,2023-03-22,2023-03-01,9999.0,misc expense,Other,Engineering,Unknown,Wright Group,-8738.59,CR,SaaS HoldCo,Google Ads
GL0000197,2023-03-19,2023-03-01,1010.0,cash,Cash,Finance,Unknown,Mitchell-Norris,7335.2,DR,SaaS US,Software tools
GL0000198,2023-03-26,2023-03-01,5000.0,cost of service,COGS,Unknown,CC300,"Alexander, Rose and Sanchez",1322.66,DR,SaaS US,Payroll
GL0000199,2023-03-18,2023-03-01,5000.0,cost of service,COGS,Finance,Unknown,Castro and Sons,2157.86,DR,SaaS HoldCo,Unknown
GL0000200,2023-03-08,2023-03-01,1010.0,cash,Cash,Sales,Unknown,"Rodriguez, Short and Smith",-10047.84,CR,SaaS HoldCo,Reclass
GL0000201,2023-03-17,2023-03-01,6100.0,sales & marketing,Sales & Marketing,Operations,Unknown,"Martin, Lozano and Cherry",-3604.67,CR,SaaS US,Refund
GL0000202,2023-03-06,2023-03-01,9999.0,misc expense,Other,Unknown,Unknown,"Ramsey, Smith and Reyes",9241.84,DR,SaaS US,Refund
GL0000203,2023-03-09,2023-03-01,1010.0,cash,Cash,Engineering,CC300,"Brown, Murray and Rice",16607.76,DR,SaaS US,Unknown
GL0000204,2023-03-11,2023-03-01,6300.0,g&a,G&A,Unknown,Unknown,Escobar-Graham,21679.18,DR,SaaS HoldCo,Unknown
GL0000205,2023-03-11,2023-03-01,6200.0,r&d,R&D,Engineering,CC400,Turner-Lopez,-11257.96,CR,SaaS US,Contractor costs
GL0000206,2023-03-21,2023-03-01,6300.0,general and administrative,G&A,Unknown,CC300,"Lawrence, Rice and Lloyd",17974.5,DR,SaaS HoldCo,Payroll
GL0000207,2023-03-15,2023-03-01,6300.0,general and administrative,G&A,Engineering,Unknown,Brady-Garrett,15028.52,DR,SaaS US,Google Ads
GL0000208,2023-03-19,2023-03-01,9999.0,misc expense,Other,Unknown,CC100,Evans and Sons,9114.56,DR,SaaS Canada,Reclass
GL0000209,2023-03-02,2023-03-01,1010.0,cash,Cash,Unknown,CC300,Hawkins-Gross,10522.02,DR,SaaS US,Refund
GL0000210,2023-03-19,2023-03-01,5000.0,cost of service,COGS,Operations,CC300,Vaughn-Wallace,3467.41,DR,SaaS HoldCo,Payroll
GL0000211,2023-03-26,2023-03-01,1010.0,cash,Cash,Engineering,CC200,Spencer PLC,6076.02,DR,SaaS Canada,AWS hosting
GL0000212,2023-03-18,2023-03-01,6200.0,research and development,R&D,Unknown,CC200,Walsh Inc,23836.7,DR,SaaS Canada,AWS hosting
GL0000213,2023-03-24,2023-03-01,1010.0,cash,Cash,Marketing,Unknown,Brown-Peters,-3496.41,CR,SaaS HoldCo,Contractor costs
GL0000214,2023-03-23,2023-03-01,6100.0,sales and marketing,Sales & Marketing,Unknown,CC300,Jackson Ltd,-6202.19,CR,SaaS Canada,Google Ads
GL0000215,2023-03-16,2023-03-01,6100.0,s&m,Sales & Marketing,Sales,CC400,Christian-Jackson,-20555.11,CR,SaaS Canada,Payroll
GL0000216,2023-03-25,2023-03-01,5000.0,cost of service,COGS,Sales,Unknown,"Taylor, Sanford and Jordan",4237.0,DR,SaaS US,Contractor costs
GL0000217,2023-03-08,2023-03-01,6200.0,research and development,R&D,Operations,CC100,"Dominguez, Jensen and Garrett",5600.78,CR,SaaS US,Refund
GL0000218,2023-03-24,2023-03-01,6100.0,s&m,Sales & Marketing,Unknown,CC200,Johnston-Morgan,14491.47,DR,SaaS HoldCo,Google Ads
GL0000219,2023-03-11,2023-03-01,6100.0,sales & marketing,Sales & Marketing,Sales,Unknown,Medina-Payne,-14195.33,CR,SaaS HoldCo,Software tools
GL0000220,2023-03-20,2023-03-01,5000.0,cost of service,COGS,Engineering,CC400,Delacruz Ltd,15575.79,DR,SaaS US,Refund
GL0000221,2023-03-26,2023-03-01,6300.0,general and administrative,G&A,Finance,Unknown,"Lewis, Moore and Rodriguez",16087.25,DR,SaaS US,Contractor costs
GL0000222,2023-03-17,2023-03-01,5000.0,cost of service,COGS,Finance,Unknown,Greer PLC,5276.71,DR,SaaS US,Contractor costs
GL0000223,2023-03-16,2023-03-01,6300.0,general and administrative,G&A,Finance,CC200,Meyer PLC,-17532.8,CR,SaaS Canada,Reclass
GL0000224,2023-03-21,2023-03-01,6100.0,s&m,Sales & Marketing,Finance,Unknown,Stone Inc,-7945.14,CR,SaaS Canada,Refund
GL0000225,2023-03-11,2023-03-01,5000.0,cost of service,COGS,Marketing,CC100,"Arnold, Willis and Holland",2063.03,DR,SaaS US,Google Ads
GL0000226,2023-03-07,2023-03-01,6100.0,s&m,Sales & Marketing,Sales,Unknown,Cabrera-Santos,13371.64,DR,SaaS Canada,AWS hosting
GL0000227,2023-03-26,2023-03-01,6200.0,research and development,R&D,Unknown,Unknown,Bennett-Gonzalez,10955.94,DR,SaaS Canada,Unknown
GL0000228,2023-03-05,2023-03-01,6100.0,sales & marketing,Sales & Marketing,Engineering,Unknown,Harrington Group,22282.54,DR,SaaS US,Google Ads
GL0000229,2023-03-19,2023-03-01,6100.0,s&m,Sales & Marketing,Marketing,CC100,Rodriguez Inc,24349.65,DR,SaaS Canada,Reclass
GL0000230,2023-03-19,2023-03-01,6300.0,g&a,G&A,Finance,Unknown,"Ward, Browning and West",-22133.98,CR,SaaS HoldCo,Payroll
GL0000231,2023-03-24,2023-03-01,5000.0,cost of service,COGS,Unknown,CC400,Webb LLC,-8981.76,,SaaS US,Refund
GL0000232,2023-03-25,2023-03-01,6100.0,sales and marketing,Sales & Marketing,Unknown,CC100,"Benton, Morgan and Griffith",24438.78,DR,SaaS US,Google Ads
GL0000233,2023-03-07,2023-03-01,6300.0,general and administrative,G&A,Unknown,CC400,Nelson LLC,22004.49,DR,SaaS HoldCo,Unknown
GL0000234,2023-03-03,2023-03-01,9999.0,misc expense,Other,Finance,CC100,Hall LLC,-4085.63,CR,SaaS HoldCo,Refund
GL0000235,2023-03-23,2023-03-01,6300.0,general and administrative,G&A,Unknown,CC400,Rogers Inc,-12237.43,CR,SaaS US,Refund
GL0000236,2023-03-11,2023-03-01,6100.0,sales and marketing,Sales & Marketing,Sales,CC400,"Jones, Pratt and Robertson",23224.18,DR,SaaS US,Google Ads
GL0000237,2023-03-24,2023-03-01,6200.0,research and development,R&D,Finance,CC300,Lopez and Sons,2930.64,DR,SaaS US,Refund
GL0000238,2023-03-17,2023-03-01,Unknown,misc expense,Other,Unknown,CC300,"Henderson, Walters and Dillon",-21985.29,CR,SaaS US,Google Ads
GL0000239,2023-03-04,2023-03-01,6100.0,s&m,Sales & Marketing,Unknown,Unknown,White-Howell,-22473.14,CR,SaaS US,Reclass
GL0000240,2023-03-26,2023-03-01,6200.0,research and development,R&D,Unknown,CC200,Hernandez-Gonzales,11400.81,DR,SaaS Canada,Google Ads
GL0000241,2023-03-08,2023-03-01,1010.0,cash,Cash,Unknown,CC400,Rose-Hernandez,12519.59,DR,SaaS US,Contractor costs
GL0000242,2023-03-04,2023-03-01,6300.0,g&a,G&A,Engineering,CC300,"Hartman, Cortez and Price",11358.77,DR,SaaS US,Contractor costs
GL0000243,2023-03-13,2023-03-01,6100.0,sales and marketing,Sales & Marketing,Unknown,CC100,Potts-Ball,11920.78,DR,SaaS US,Refund
GL0000244,2023-03-17,2023-03-01,9999.0,misc expense,Other,Engineering,CC100,Allison Inc,13919.9,DR,SaaS US,Payroll
GL0000245,2023-03-07,2023-03-01,5000.0,cost of service,COGS,Unknown,CC300,James and Sons,17544.13,DR,SaaS US,Reclass
GL0000246,2023-03-10,2023-03-01,6200.0,r&d,R&D,Engineering,CC100,"Brooks, Gibson and Dean",2563.29,DR,SaaS HoldCo,Google Ads
GL0000247,2023-03-15,2023-03-01,6100.0,sales and marketing,Sales & Marketing,Engineering,Unknown,"Nguyen, Yates and Garner",16594.98,DR,SaaS HoldCo,Reclass
GL0000248,2023-03-08,2023-03-01,Unknown,g&a,G&A,Unknown,CC400,Bartlett-Price,-10483.58,CR,SaaS US,Payroll
GL0000249,2023-03-02,2023-03-01,1010.0,cash,Cash,Unknown,CC300,Chandler-Shannon,-2915.95,DR,SaaS HoldCo,Unknown
GL0000250,2023-03-18,2023-03-01,6300.0,general and administrative,G&A,Unknown,CC100,Green-Pena,-8782.0,CR,SaaS US,Refund
GL0000251,2023-03-15,2023-03-01,6200.0,r&d,R&D,Finance,CC300,Garcia-Chang,11997.92,DR,SaaS HoldCo,Software tools
GL0000252,2023-03-04,2023-03-01,6300.0,general and administrative,G&A,Marketing,Unknown,Nichols PLC,15088.62,DR,SaaS US,Unknown
GL0000253,2023-03-26,2023-03-01,6300.0,general and administrative,G&A,Sales,CC300,Brown LLC,-11275.07,,SaaS US,Software tools
GL0000254,2023-03-03,2023-03-01,1010.0,cash,Cash,Operations,Unknown,Anderson-Shah,2815.47,DR,SaaS US,Unknown
GL0000255,2023-03-02,2023-03-01,6100.0,s&m,Sales & Marketing,Engineering,CC400,Turner-Johnson,-13556.27,CR,SaaS Canada,AWS hosting
GL0000256,2023-03-24,2023-03-01,6100.0,sales and marketing,Sales & Marketing,Unknown,CC300,Brown Group,15066.89,DR,SaaS Canada,AWS hosting
GL0000257,2023-03-07,2023-03-01,Unknown,sales and marketing,Sales & Marketing,Finance,CC100,"Aguilar, Diaz and Mcguire",8297.69,DR,SaaS US,Unknown
GL0000258,2023-03-12,2023-03-01,6300.0,general and administrative,G&A,Unknown,CC100,Williams and Sons,1758.76,DR,SaaS US,Payroll
GL0000259,2023-03-14,2023-03-01,9999.0,misc expense,Other,Unknown,CC400,Conway-Jensen,1696.93,DR,SaaS HoldCo,Reclass
GL0000260,2023-03-26,2023-03-01,6100.0,s&m,Sales & Marketing,Engineering,CC200,Morgan-Flynn,-15713.25,CR,SaaS HoldCo,Refund
GL0000261,2023-03-19,2023-03-01,1010.0,cash,Cash,Operations,CC200,Ortiz-Rodriguez,3387.08,DR,SaaS US,Reclass
GL0000262,2023-03-19,2023-03-01,6100.0,sales and marketing,Sales & Marketing,Marketing,CC300,"Murray, Davis and Rocha",16083.23,DR,SaaS Canada,Google Ads
GL0000263,2023-03-05,2023-03-01,6100.0,sales & marketing,Sales & Marketing,Marketing,CC300,Smith-Jackson,4493.63,DR,SaaS US,AWS hosting
GL0000264,2023-03-12,2023-03-01,6100.0,s&m,Sales & Marketing,Marketing,Unknown,"Farrell, Shaw and Trevino",16327.45,DR,SaaS Canada,Payroll
GL0000265,2023-03-18,2023-03-01,6200.0,research and development,R&D,Operations,Unknown,"Freeman, Tran and Grant",9734.07,DR,SaaS US,Contractor costs
GL0000266,2023-03-24,2023-03-01,9999.0,misc expense,Other,Unknown,CC400,"Frank, Lopez and Schultz",1857.73,DR,SaaS Canada,Contractor costs
GL0000267,2023-03-21,2023-03-01,5000.0,cost of service,COGS,Marketing,CC200,Miller-Bell,20326.69,DR,SaaS US,Google Ads
GL0000268,2023-03-14,2023-03-01,6100.0,s&m,Sales & Marketing,Operations,Unknown,Vaughn-Medina,10725.42,DR,SaaS Canada,Unknown
GL0000269,2023-03-26,2023-03-01,5000.0,cost of service,COGS,Finance,CC200,Peterson Group,-2725.59,CR,SaaS US,AWS hosting
GL0000270,2023-03-07,2023-03-01,6100.0,sales and marketing,Sales & Marketing,Engineering,CC100,Scott-Becker,-7769.45,CR,SaaS HoldCo,AWS hosting
GL0000271,2023-04-04,2023-04-01,9999.0,misc expense,Other,Sales,CC300,Clark LLC,5327.09,DR,SaaS HoldCo,Unknown
GL0000272,2023-04-12,2023-04-01,6100.0,sales & marketing,Sales & Marketing,Operations,Unknown,"Wood, Scott and Moore",1301.16,DR,SaaS HoldCo,Google Ads
GL0000273,2023-04-17,2023-04-01,6200.0,research and development,R&D,Unknown,CC100,"Aguirre, Gaines and Barajas",-17837.52,CR,SaaS HoldCo,Payroll
GL0000274,2023-04-05,2023-04-01,6300.0,g&a,G&A,Unknown,Unknown,"Underwood, Holloway and Wilkinson",-6747.15,CR,SaaS US,Refund
GL0000275,2023-04-06,2023-04-01,5000.0,cost of service,COGS,Engineering,CC400,Brown-West,-9487.31,CR,SaaS Canada,Contractor costs
GL0000276,2023-04-22,2023-04-01,6300.0,g&a,G&A,Unknown,Unknown,Ayala Group,21418.73,DR,SaaS US,Contractor costs
GL0000277,2023-04-24,2023-04-01,6300.0,general and administrative,G&A,Finance,CC300,"Todd, Hernandez and Middleton",2487.3,DR,SaaS US,AWS hosting
GL0000278,2023-04-06,2023-04-01,6200.0,research and development,R&D,Unknown,CC100,"Hall, Finley and Montes",10282.49,DR,SaaS Canada,Payroll
GL0000279,2023-04-22,2023-04-01,6200.0,research and development,R&D,Engineering,Unknown,Clark PLC,2019.3,DR,SaaS HoldCo,Refund
GL0000280,2023-04-23,2023-04-01,5000.0,cost of service,COGS,Engineering,CC400,Moreno-Boyle,-21343.48,CR,SaaS HoldCo,AWS hosting
GL0000281,2023-04-16,2023-04-01,Unknown,general and administrative,G&A,Sales,CC300,"Miller, Baird and Brown",24782.02,DR,SaaS US,Unknown
GL0000282,2023-04-08,2023-04-01,Unknown,r&d,R&D,Engineering,CC200,Foster-Sutton,-16145.58,CR,SaaS US,Software tools
GL0000283,2023-04-08,2023-04-01,6100.0,sales & marketing,Sales & Marketing,Operations,Unknown,"Estrada, Turner and Goodwin",22245.5,DR,SaaS HoldCo,Reclass
GL0000284,2023-04-25,2023-04-01,6100.0,sales and marketing,Sales & Marketing,Operations,CC100,Garcia-Kelly,-12144.89,CR,SaaS Canada,Software tools
GL0000285,2023-04-13,2023-04-01,6200.0,r&d,R&D,Marketing,Unknown,"Jones, Salinas and Powers",14788.91,DR,SaaS Canada,AWS hosting
GL0000286,2023-04-22,2023-04-01,6300.0,general and administrative,G&A,Operations,Unknown,"Romero, Kim and George",1422.22,DR,SaaS HoldCo,Unknown
GL0000287,2023-04-23,2023-04-01,6100.0,s&m,Sales & Marketing,Operations,Unknown,Schwartz PLC,-6242.52,CR,SaaS US,Software tools
GL0000288,2023-04-20,2023-04-01,6300.0,general and administrative,G&A,Unknown,CC200,Lara-Alexander,11631.8,DR,SaaS US,AWS hosting
GL0000289,2023-04-04,2023-04-01,6100.0,sales & marketing,Sales & Marketing,Unknown,CC200,Page-Mccoy,16569.33,DR,SaaS HoldCo,Payroll
GL0000290,2023-04-11,2023-04-01,Unknown,cost of service,COGS,Sales,CC300,Thompson-Crane,19713.08,DR,SaaS Canada,Refund
GL0000291,2023-04-24,2023-04-01,6200.0,r&d,R&D,Engineering,Unknown,Mclean Group,8340.59,DR,SaaS US,Software tools
GL0000292,2023-04-04,2023-04-01,6100.0,sales and marketing,Sales & Marketing,Marketing,Unknown,"Patrick, Lewis and Ryan",-20364.91,CR,SaaS Canada,Software tools
GL0000293,2023-04-01,2023-04-01,1010.0,cash,Cash,Unknown,CC400,Vaughn LLC,15024.43,DR,SaaS Canada,Software tools
GL0000294,2023-04-08,2023-04-01,6100.0,sales and marketing,Sales & Marketing,Marketing,Unknown,Jensen and Sons,-24195.48,CR,SaaS HoldCo,Unknown
GL0000295,2023-04-16,2023-04-01,9999.0,misc expense,Other,Marketing,CC100,"Lopez, Cook and Owens",5559.92,DR,SaaS HoldCo,Software tools
GL0000296,2023-04-21,2023-04-01,6300.0,g&a,G&A,Operations,Unknown,Howard-Cole,-13488.31,CR,SaaS HoldCo,Reclass
GL0000297,2023-04-18,2023-04-01,6200.0,r&d,R&D,Marketing,CC100,"Wheeler, Bishop and Brown",1443.18,DR,SaaS US,Contractor costs
GL0000298,2023-04-21,2023-04-01,1010.0,cash,Cash,Engineering,CC300,Thompson and Sons,11258.35,DR,SaaS US,AWS hosting
GL0000299,2023-04-16,2023-04-01,6300.0,general and administrative,G&A,Operations,Unknown,"Rodriguez, Moore and Lambert",13893.0,DR,SaaS HoldCo,Refund
GL0000300,2023-04-03,2023-04-01,6200.0,research and development,R&D,Unknown,Unknown,Flynn and Sons,14637.47,DR,SaaS US,Reclass
GL0000301,2023-04-14,2023-04-01,6100.0,s&m,Sales & Marketing,Sales,CC400,"Simon, Bush and Jones",21843.17,DR,SaaS HoldCo,Google Ads
GL0000302,2023-04-01,2023-04-01,6100.0,sales & marketing,Sales & Marketing,Engineering,CC200,"Carroll, Thompson and Morris",-21613.9,CR,SaaS Canada,Contractor costs
GL0000303,2023-04-09,2023-04-01,1010.0,cash,Cash,Unknown,CC400,Sanders-Humphrey,-13567.83,CR,SaaS US,Reclass
GL0000304,2023-04-25,2023-04-01,6100.0,sales & marketing,Sales & Marketing,Engineering,CC100,Gutierrez-Smith,-6408.09,,SaaS US,Payroll
GL0000305,2023-04-13,2023-04-01,6300.0,general and administrative,G&A,Finance,Unknown,"Lee, Smith and Boyd",14384.91,DR,SaaS US,Reclass
GL0000306,2023-04-08,2023-04-01,5000.0,cost of service,COGS,Engineering,CC400,Sullivan-Conner,24905.9,DR,SaaS HoldCo,Software tools
GL0000307,2023-04-24,2023-04-01,6100.0,s&m,Sales & Marketing,Unknown,CC100,Durham Ltd,7687.08,DR,SaaS HoldCo,Payroll
GL0000308,2023-04-20,2023-04-01,5000.0,cost of service,COGS,Engineering,CC200,"Wheeler, Mendoza and Collins",17074.89,DR,SaaS Canada,Unknown
GL0000309,2023-04-16,2023-04-01,6100.0,sales and marketing,Sales & Marketing,Sales,Unknown,Robinson-Graham,6380.13,DR,SaaS US,Contractor costs
GL0000310,2023-04-19,2023-04-01,6100.0,sales and marketing,Sales & Marketing,Operations,CC100,Hansen PLC,15252.5,DR,SaaS US,Refund
GL0000311,2023-04-17,2023-04-01,6100.0,s&m,Sales & Marketing,Unknown,Unknown,Hood-Farmer,-13096.91,CR,SaaS HoldCo,Payroll
GL0000312,2023-04-19,2023-04-01,5000.0,cost of service,COGS,Unknown,CC100,Myers and Sons,-6586.53,CR,SaaS HoldCo,Software tools
GL0000313,2023-04-20,2023-04-01,9999.0,misc expense,Other,Unknown,CC400,Ayala-Tran,22210.2,DR,SaaS US,AWS hosting
GL0000314,2023-04-26,2023-04-01,6300.0,g&a,G&A,Finance,CC400,Arroyo and Sons,7757.1,DR,SaaS US,Unknown
GL0000315,2023-04-19,2023-04-01,6300.0,g&a,G&A,Finance,CC200,Gaines-Henson,14549.72,DR,SaaS HoldCo,Contractor costs
GL0000316,2023-04-04,2023-04-01,6300.0,general and administrative,G&A,Unknown,CC200,Stephens Ltd,11154.72,DR,SaaS HoldCo,Software tools
GL0000317,2023-04-15,2023-04-01,6200.0,research and development,R&D,Marketing,Unknown,Thompson-Carr,1783.72,DR,SaaS US,Reclass
GL0000318,2023-04-13,2023-04-01,5000.0,cost of service,COGS,Unknown,Unknown,"Sutton, Flynn and Hale",19738.56,DR,SaaS US,Refund
GL0000319,2023-04-16,2023-04-01,6100.0,sales & marketing,Sales & Marketing,Operations,CC100,"Chambers, Thomas and Leonard",-7376.28,CR,SaaS Canada,Payroll
GL0000320,2023-04-19,2023-04-01,6200.0,research and development,R&D,Finance,CC300,Riley Inc,2719.61,,SaaS US,AWS hosting
GL0000321,2023-04-05,2023-04-01,6200.0,research and development,R&D,Operations,CC400,"Hunter, Mccullough and Alvarez",-22211.1,CR,SaaS HoldCo,Software tools
GL0000322,2023-04-15,2023-04-01,6200.0,r&d,R&D,Engineering,Unknown,"Warren, Wilson and Olson",17163.76,DR,SaaS Canada,Payroll
GL0000323,2023-04-05,2023-04-01,6300.0,general and administrative,G&A,Unknown,CC300,Newton Group,-10644.46,CR,SaaS US,Payroll
GL0000324,2023-04-08,2023-04-01,6100.0,s&m,Sales & Marketing,Marketing,CC400,Galvan-Davidson,-7009.58,CR,SaaS HoldCo,Software tools
GL0000325,2023-04-22,2023-04-01,6100.0,s&m,Sales & Marketing,Unknown,Unknown,Day Inc,9663.31,DR,SaaS HoldCo,Reclass
GL0000326,2023-04-01,2023-04-01,6300.0,g&a,G&A,Engineering,CC400,Pace PLC,20040.28,DR,SaaS Canada,AWS hosting
GL0000327,2023-04-10,2023-04-01,6200.0,research and development,R&D,Unknown,CC400,"Berry, Salazar and Jones",-24932.16,CR,SaaS US,Contractor costs
GL0000328,2023-04-03,2023-04-01,6100.0,sales & marketing,Sales & Marketing,Unknown,CC100,Mcbride-Wilson,2999.26,DR,SaaS HoldCo,AWS hosting
GL0000329,2023-04-01,2023-04-01,6100.0,sales and marketing,Sales & Marketing,Sales,CC300,Owens-Charles,-5114.37,,SaaS HoldCo,AWS hosting
GL0000330,2023-04-06,2023-04-01,6300.0,general and administrative,G&A,Sales,CC200,"Poole, Ortiz and Lucas",20969.49,DR,SaaS US,Payroll
GL0000331,2023-04-27,2023-04-01,9999.0,misc expense,Other,Unknown,CC100,Velazquez-Ramirez,22992.76,DR,SaaS US,AWS hosting
GL0000332,2023-04-23,2023-04-01,Unknown,general and administrative,G&A,Sales,CC200,Fitzgerald-Alvarado,-2331.18,CR,SaaS Canada,Google Ads
GL0000333,2023-04-11,2023-04-01,6100.0,s&m,Sales & Marketing,Unknown,CC400,Case Group,2581.29,DR,SaaS HoldCo,Google Ads
GL0000334,2023-04-03,2023-04-01,6100.0,sales and marketing,Sales & Marketing,Marketing,CC100,Unknown,12322.41,DR,SaaS Canada,Google Ads
GL0000335,2023-04-26,2023-04-01,6200.0,r&d,R&D,Sales,CC200,Guerrero-Ramos,3209.93,DR,SaaS HoldCo,AWS hosting
GL0000336,2023-04-16,2023-04-01,6200.0,r&d,R&D,Marketing,Unknown,Miles LLC,23394.26,DR,SaaS Canada,Unknown
GL0000337,2023-04-08,2023-04-01,5000.0,cost of service,COGS,Unknown,CC400,"Warren, Adams and Robinson",2844.39,DR,SaaS US,Unknown
GL0000338,2023-04-24,2023-04-01,6100.0,sales & marketing,Sales & Marketing,Unknown,Unknown,Johnson-Hart,-4245.76,CR,SaaS HoldCo,Contractor costs
GL0000339,2023-04-07,2023-04-01,Unknown,general and administrative,G&A,Engineering,Unknown,"Peterson, Rivers and Goodwin",12790.42,DR,SaaS Canada,Reclass
GL0000340,2023-04-04,2023-04-01,1010.0,cash,Cash,Engineering,Unknown,Brown Inc,22187.34,DR,SaaS HoldCo,Google Ads
GL0000341,2023-04-10,2023-04-01,5000.0,cost of service,COGS,Sales,Unknown,Carroll Inc,6200.42,DR,SaaS Canada,Refund
GL0000342,2023-04-17,2023-04-01,9999.0,misc expense,Other,Marketing,CC300,Huynh LLC,-13324.53,CR,SaaS HoldCo,Unknown
GL0000343,2023-04-19,2023-04-01,6200.0,r&d,R&D,Operations,Unknown,Johnson Ltd,-12954.89,CR,SaaS US,Google Ads
GL0000344,2023-04-15,2023-04-01,1010.0,cash,Cash,Sales,CC300,"Williams, Fisher and Alvarez",23409.86,DR,SaaS HoldCo,Contractor costs
GL0000345,2023-04-09,2023-04-01,6200.0,research and development,R&D,Sales,Unknown,Guzman PLC,2431.3,DR,SaaS US,AWS hosting
GL0000346,2023-04-13,2023-04-01,5000.0,cost of service,COGS,Unknown,Unknown,Huffman-Bishop,10767.71,DR,SaaS HoldCo,Payroll
GL0000347,2023-04-18,2023-04-01,6100.0,sales and marketing,Sales & Marketing,Engineering,CC100,Navarro Ltd,4815.16,DR,SaaS US,Unknown
GL0000348,2023-04-16,2023-04-01,6200.0,r&d,R&D,Unknown,CC400,"Ray, Johnson and Jackson",8323.8,,SaaS HoldCo,Contractor costs
GL0000349,2023-04-16,2023-04-01,6100.0,sales and marketing,Sales & Marketing,Operations,CC200,Sampson-Lee,13512.02,DR,SaaS US,Google Ads
GL0000350,2023-04-25,2023-04-01,6100.0,s&m,Sales & Marketing,Unknown,Unknown,Hess and Sons,2762.67,DR,SaaS Canada,Unknown
GL0000351,2023-04-27,2023-04-01,6200.0,research and development,R&D,Sales,CC100,Harmon Group,13523.86,DR,SaaS US,Google Ads
GL0000352,2023-04-11,2023-04-01,6300.0,g&a,G&A,Marketing,Unknown,Woodward and Sons,-3124.46,CR,SaaS US,Unknown
GL0000353,2023-04-12,2023-04-01,1010.0,cash,Cash,Unknown,CC100,Kennedy-Montgomery,3342.64,DR,SaaS US,Software tools
